MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Id,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,Heating_GasW,Heating_Grav,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_SBrkr,BsmtFullBath_1.0,BsmtFullBath_2.0,BsmtFullBath_3.0,BsmtHalfBath_1.0,BsmtHalfBath_2.0,FullBath_1,FullBath_2,FullBath_3,FullBath_4,HalfBath_1,HalfBath_2,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
70,,60.0,9000,1,1,1,2,1.0,1,3,IDOTRR,3,3,1.0,4,4,6,1920,1950,2,2,9.0,9.0,4,0.0,2220,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,592.0,592.0,432,432,0,864,3,1,2,5,5.0,0,0,Detchd,1920.0,1,1.0,216.0,2,2,1,0,30,160,0,0,0,0,6,2008,WD,Normal
120,2.0,44.0,3843,2,1,2,3,1.0,1,2,Crawfor,3,3,4.0,1,8,5,2007,2008,4,2,6.0,,5,186.0,2221,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1476.0,0.0,120.0,1596.0,1648,0,0,1648,2,1,5,5,7.0,1,4,Attchd,2007.0,3,2.0,525.0,3,3,3,162,53,0,153,0,0,0,8,2008,New,Partial
120,2.0,44.0,3811,2,1,2,3,1.0,1,2,Crawfor,3,3,4.0,1,7,5,2004,2005,4,2,6.0,,5,174.0,2222,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1474.0,0.0,120.0,1594.0,1646,0,0,1646,2,1,5,5,7.0,1,4,Attchd,2004.0,3,2.0,482.0,3,3,3,128,53,0,0,155,0,0,7,2008,WD,Normal
20,1.0,,23730,2,1,3,1,1.0,1,3,Mitchel,3,3,1.0,1,7,5,1996,1997,2,2,9.0,9.0,2,668.0,2223,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,700.0,0.0,1140.0,1840.0,2032,0,0,2032,3,1,4,7,7.0,0,0,Attchd,1996.0,3,3.0,786.0,3,3,3,0,46,192,0,0,0,0,9,2008,WD,Normal
60,1.0,,11050,2,1,1,1,1.0,1,3,Mitchel,3,3,1.0,4,7,5,1996,1997,2,2,15.0,15.0,4,0.0,2224,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,910.0,910.0,910,910,0,1820,3,1,4,8,7.0,1,3,Attchd,1996.0,1,3.0,816.0,3,3,3,318,32,0,0,0,0,0,9,2008,WD,Normal
90,1.0,76.0,10260,2,1,1,1,1.0,1,3,Mitchel,3,3,,4,5,4,1976,1976,2,2,11.0,11.0,4,0.0,2225,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,936,936,0,1872,4,2,3,8,7.0,0,0,Attchd,1976.0,1,2.0,484.0,3,3,3,0,0,0,0,0,0,0,11,2008,WD,Abnorml
20,1.0,74.0,9990,2,1,1,1,1.0,1,3,Mitchel,3,3,1.0,1,4,5,1991,1991,2,2,7.0,7.0,4,0.0,2226,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1383.0,0.0,297.0,1680.0,1689,0,0,1689,3,1,3,6,7.0,1,3,Attchd,1991.0,1,2.0,432.0,3,3,3,428,120,0,0,0,0,0,7,2008,WD,Normal
120,1.0,42.0,4084,2,1,2,1,1.0,1,3,Timber,3,3,4.0,1,7,6,1986,1986,2,2,15.0,15.0,2,340.0,2227,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,893.0,0.0,384.0,1277.0,1501,0,0,1501,2,1,4,6,7.0,1,3,Attchd,1986.0,3,2.0,512.0,3,3,3,240,0,0,0,0,0,0,7,2008,WD,Normal
20,1.0,74.0,11563,2,1,2,3,1.0,1,3,Timber,3,3,1.0,1,8,5,2006,2007,4,2,15.0,15.0,5,258.0,2228,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1036.0,0.0,482.0,1518.0,1537,0,0,1537,3,1,4,8,7.0,0,0,Attchd,2007.0,3,3.0,788.0,3,3,3,0,26,0,0,0,0,0,4,2008,WD,Normal
60,1.0,107.0,12852,2,1,2,3,1.0,2,3,Timber,3,3,1.0,4,8,5,2007,2007,2,2,15.0,15.0,4,0.0,2229,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,770.0,0.0,150.0,920.0,920,860,0,1780,3,1,4,6,7.0,1,4,Attchd,2007.0,3,2.0,612.0,3,3,3,0,192,0,0,0,0,0,1,2008,New,Partial
80,1.0,73.0,9802,2,1,1,1,1.0,1,3,Timber,3,3,1.0,8,5,5,2006,2007,2,2,15.0,15.0,4,0.0,2230,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.0,0.0,352.0,352.0,712,730,0,1442,3,1,3,6,7.0,0,0,BuiltIn,2007.0,3,2.0,400.0,3,3,3,100,0,0,0,0,0,0,4,2008,WD,Normal
60,1.0,81.0,12018,2,1,2,3,1.0,2,3,Timber,3,3,1.0,4,7,5,2008,2008,2,2,15.0,15.0,5,60.0,2231,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,796.0,796.0,796,816,0,1612,3,1,4,6,7.0,0,0,Attchd,2008.0,3,3.0,666.0,3,3,3,0,64,0,0,0,0,0,10,2008,New,Partial
20,1.0,75.0,12890,2,1,2,1,1.0,1,3,Timber,3,3,1.0,1,6,5,1989,1989,2,2,16.0,16.0,2,128.0,2232,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,1495.0,1495.0,1495,0,0,1495,3,1,3,8,7.0,1,3,Attchd,1989.0,1,2.0,438.0,3,3,3,252,0,192,0,0,0,0,7,2008,WD,Normal
20,1.0,93.0,18265,2,1,1,1,1.0,2,3,Timber,3,3,1.0,1,6,5,1986,1986,2,2,11.0,7.0,2,228.0,2233,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,920.0,60.0,276.0,1256.0,1256,0,0,1256,3,1,4,6,7.0,1,2,Attchd,1986.0,1,2.0,578.0,3,3,3,282,0,0,0,0,0,0,3,2008,WD,Normal
20,1.0,82.0,11202,2,1,2,1,1.0,1,3,Timber,3,3,1.0,1,8,5,2003,2003,4,2,15.0,15.0,2,206.0,2234,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1029.0,0.0,403.0,1432.0,1440,0,0,1440,3,1,4,7,7.0,1,3,Attchd,2003.0,3,2.0,467.0,3,3,3,185,95,0,0,0,0,0,6,2008,WD,Normal
20,1.0,,7915,2,1,2,1,1.0,1,3,Timber,3,3,1.0,1,6,5,1999,2000,4,2,15.0,15.0,4,0.0,2235,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1223.0,0.0,443.0,1666.0,1675,0,0,1675,3,1,4,6,7.0,0,0,Attchd,1999.0,2,2.0,435.0,3,3,3,165,52,0,0,0,0,0,12,2008,WD,Normal
20,1.0,79.0,11449,2,1,2,3,1.0,1,3,Timber,3,3,1.0,1,8,5,2007,2007,2,2,15.0,15.0,4,0.0,2236,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1011.0,0.0,873.0,1884.0,1728,0,0,1728,3,1,4,7,7.0,1,4,Attchd,2007.0,3,2.0,520.0,3,3,3,0,276,0,0,0,0,0,1,2008,WD,Normal
20,1.0,85.0,11447,2,1,2,1,1.0,1,3,Timber,3,3,1.0,1,8,5,2005,2006,2,2,15.0,15.0,2,674.0,2237,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1571.0,0.0,393.0,1964.0,1964,0,0,1964,3,1,4,7,7.0,1,4,Attchd,2005.0,3,3.0,892.0,3,3,3,0,265,0,0,0,0,0,6,2008,WD,Normal
90,2.0,97.0,8940,2,1,2,1,1.0,2,3,Mitchel,3,3,,7,7,5,1997,1998,2,2,15.0,15.0,2,200.0,2238,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1309.0,0.0,35.0,1344.0,1344,0,0,1344,2,2,3,8,7.0,0,0,Attchd,1997.0,3,4.0,784.0,3,3,3,0,0,0,0,0,0,0,11,2008,WD,Alloca
20,1.0,77.0,9278,2,1,1,1,1.0,4,3,Mitchel,2,1,1.0,1,5,5,2007,2008,2,2,15.0,15.0,4,0.0,2239,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,1092.0,1092.0,1092,0,0,1092,2,1,3,5,7.0,0,0,None,None,0,0.0,0.0,0,0,3,0,52,0,0,0,0,0,2,2008,WD,Abnorml
120,2.0,32.0,4500,2,1,1,1,1.0,4,3,Mitchel,3,3,4.0,1,6,5,1997,1997,4,2,15.0,15.0,2,197.0,2240,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,864.0,0.0,325.0,1189.0,1189,0,0,1189,2,1,3,4,7.0,0,0,Attchd,1997.0,2,2.0,392.0,3,3,3,0,122,0,0,0,0,0,4,2008,WD,Normal
85,1.0,150.0,14137,2,1,1,1,1.0,2,3,Mitchel,3,3,1.0,7,4,5,1964,1964,2,2,7.0,7.0,2,98.0,2241,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,865.0,247.0,88.0,1200.0,1200,0,0,1200,3,1,3,6,7.0,0,0,2Types,1964.0,3,3.0,850.0,3,3,3,0,119,0,0,171,0,0,11,2008,ConLD,Normal
120,2.0,,4224,2,1,1,1,1.0,1,3,MeadowV,3,3,4.0,1,5,6,1975,1975,2,2,6.0,,4,0.0,2242,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,769.0,0.0,271.0,1040.0,1040,0,0,1040,3,1,3,6,7.0,0,0,Attchd,1975.0,1,2.0,499.0,3,3,3,0,100,0,0,0,0,0,6,2008,WD,Normal
160,2.0,41.0,2665,2,1,1,1,1.0,1,3,MeadowV,3,3,4.0,4,5,7,1976,1976,2,2,6.0,,4,0.0,2243,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,318.0,0.0,232.0,550.0,925,550,0,1475,4,1,3,6,7.0,1,3,Attchd,1976.0,1,1.0,336.0,3,3,3,92,26,0,0,0,0,0,5,2008,WD,Normal
180,2.0,21.0,1974,2,1,1,1,1.0,1,3,MeadowV,3,3,,7,4,7,1973,2006,2,2,6.0,,4,0.0,2244,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,501.0,0.0,25.0,526.0,526,462,0,988,2,1,3,5,7.0,0,0,BuiltIn,1973.0,2,1.0,297.0,3,3,3,120,101,0,0,0,0,0,6,2008,WD,Normal
180,2.0,21.0,1596,2,1,1,1,1.0,1,3,MeadowV,3,3,,8,4,6,1973,1973,2,2,6.0,,4,0.0,2245,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,437.0,0.0,25.0,462.0,526,462,0,988,1,1,3,4,7.0,1,1,BuiltIn,1973.0,2,1.0,297.0,3,3,3,0,101,0,120,0,0,0,7,2008,WD,Normal
20,1.0,,17979,2,1,2,1,1.0,2,3,Mitchel,3,3,1.0,1,5,6,1968,1968,2,2,11.0,11.0,4,0.0,2246,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,785.0,0.0,328.0,1113.0,1160,0,0,1160,3,1,4,6,7.0,0,0,Attchd,1968.0,1,1.0,257.0,3,3,3,81,0,0,0,0,0,500,2,2008,WD,Normal
160,2.0,21.0,1477,2,1,1,1,1.0,1,3,MeadowV,3,3,,4,6,9,1970,2007,2,2,6.0,,4,0.0,2247,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,358.0,0.0,188.0,546.0,546,546,0,1092,3,1,3,6,7.0,0,0,None,None,0,0.0,0.0,0,0,3,187,0,0,0,0,0,0,3,2008,WD,Normal
20,1.0,59.0,6490,2,1,1,1,1.0,1,3,Mitchel,3,3,1.0,1,5,7,1983,1983,2,2,15.0,15.0,4,0.0,2248,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,534.0,0.0,282.0,816.0,816,0,0,816,2,1,3,4,7.0,0,0,Attchd,1983.0,1,1.0,264.0,3,3,3,315,0,0,0,0,0,0,4,2008,WD,Normal
20,1.0,60.0,6600,2,1,1,1,1.0,1,3,Mitchel,3,3,1.0,1,5,6,1982,2005,2,2,7.0,11.0,4,0.0,2249,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,638.0,0.0,207.0,845.0,845,0,0,845,3,1,4,6,7.0,0,0,Attchd,1982.0,1,1.0,264.0,3,3,3,0,0,0,0,0,0,0,7,2008,WD,Normal
20,1.0,74.0,12395,2,1,1,1,1.0,2,3,Mitchel,3,3,1.0,1,5,6,1984,1984,2,2,7.0,11.0,4,0.0,2250,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,647.0,0.0,217.0,864.0,889,0,0,889,3,1,3,6,7.0,0,0,Attchd,1984.0,1,2.0,484.0,3,3,3,0,0,0,0,0,0,0,4,2008,WD,Normal
70,,,56600,2,1,2,4,1.0,1,3,IDOTRR,3,3,1.0,6,5,1,1900,1950,4,2,16.0,16.0,4,0.0,2251,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.0,686.0,686.0,1150,686,0,1836,4,1,3,7,3.0,0,0,Detchd,1900.0,1,1.0,288.0,3,2,1,0,0,0,0,0,0,0,1,2008,WD,Normal
20,1.0,85.0,10667,2,1,1,1,1.0,1,3,NAmes,3,3,1.0,1,6,6,1971,1971,2,2,9.0,9.0,2,302.0,2252,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,838.0,0.0,749.0,1587.0,1587,0,0,1587,3,1,3,7,7.0,1,4,Attchd,1971.0,1,2.0,525.0,3,3,3,0,44,0,0,0,0,0,3,2007,WD,Normal
80,1.0,56.0,8872,2,1,2,3,1.0,1,3,Gilbert,3,3,1.0,8,6,5,1997,1997,2,2,15.0,15.0,4,0.0,2253,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.0,0.0,384.0,384.0,754,630,0,1384,3,1,3,7,7.0,1,3,BuiltIn,1997.0,3,2.0,390.0,3,3,3,0,0,0,0,0,0,0,3,2007,WD,Normal
80,1.0,,10147,2,1,2,1,1.0,3,3,Gilbert,3,3,1.0,8,6,5,1994,1994,2,2,7.0,7.0,2,32.0,2254,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,186.0,0.0,206.0,392.0,924,770,0,1694,3,1,3,7,7.0,1,3,BuiltIn,1994.0,3,2.0,398.0,3,3,3,256,64,0,0,0,0,0,3,2007,WD,Normal
60,1.0,,8637,2,1,2,1,1.0,1,3,Gilbert,3,3,1.0,4,6,5,1999,2000,2,2,15.0,15.0,4,0.0,2255,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,871.0,0.0,52.0,923.0,947,767,0,1714,3,1,3,7,7.0,1,3,Attchd,2000.0,3,2.0,451.0,3,3,3,256,48,0,0,0,0,0,4,2007,WD,Abnorml
60,1.0,63.0,7875,2,1,1,1,1.0,1,3,Gilbert,3,3,1.0,4,7,5,1996,1996,2,2,7.0,7.0,4,0.0,2256,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,414.0,0.0,277.0,691.0,691,862,0,1553,3,1,4,6,7.0,0,0,Attchd,1996.0,3,2.0,420.0,3,3,3,0,44,0,0,0,0,0,8,2007,WD,Normal
60,1.0,60.0,7500,2,1,1,1,1.0,1,3,Gilbert,3,3,1.0,4,6,5,1999,2003,2,2,15.0,15.0,4,0.0,2257,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,938.0,938.0,957,1342,0,2299,5,1,3,7,7.0,1,3,Attchd,1999.0,3,2.0,482.0,3,3,3,188,30,0,0,0,0,0,8,2007,WD,Normal
20,1.0,,9556,2,1,2,1,1.0,2,3,Gilbert,3,3,1.0,1,7,5,1992,1993,2,2,7.0,7.0,2,52.0,2258,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.0,0.0,1168.0,1168.0,1187,0,0,1187,3,1,4,6,7.0,0,0,Attchd,1992.0,2,2.0,420.0,3,3,3,0,21,0,0,0,0,0,8,2007,WD,Normal
60,1.0,,7655,2,1,2,1,1.0,3,3,Gilbert,3,3,1.0,4,6,5,1993,1994,2,2,7.0,7.0,4,0.0,2259,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0.0,0.0,903.0,903.0,910,732,0,1642,3,1,3,7,7.0,1,3,Attchd,1993.0,2,2.0,392.0,3,3,3,290,84,0,0,0,0,0,7,2007,WD,Normal
20,1.0,160.0,18160,1,1,1,1,1.0,1,3,Gilbert,3,3,1.0,1,6,6,1964,1964,2,2,7.0,7.0,1,138.0,2260,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,550.0,0.0,752.0,1302.0,1128,0,0,1128,3,1,3,6,7.0,1,3,Attchd,1964.0,1,2.0,480.0,3,3,2,0,108,246,0,0,0,0,3,2007,WD,Alloca
120,1.0,38.0,4740,2,1,2,1,1.0,1,3,StoneBr,3,3,4.0,1,8,5,1988,1988,2,2,6.0,,4,0.0,2261,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,248.0,0.0,918.0,1166.0,1179,0,0,1179,2,1,3,5,7.0,0,0,Attchd,1988.0,2,2.0,480.0,3,3,3,0,108,0,0,135,0,0,10,2007,WD,Normal
120,1.0,35.0,5118,2,1,2,3,1.0,1,3,StoneBr,3,3,4.0,1,8,5,1990,1990,2,2,6.0,,4,0.0,2262,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,926.0,0.0,386.0,1312.0,1321,0,0,1321,1,1,4,4,7.0,1,3,Attchd,1990.0,2,2.0,484.0,3,3,3,0,64,140,0,0,0,0,8,2007,WD,Normal
60,1.0,98.0,12328,2,1,2,1,1.0,1,3,StoneBr,3,3,1.0,4,8,5,2005,2005,4,2,15.0,15.0,5,146.0,2263,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,986.0,0.0,163.0,1149.0,1164,1377,0,2541,4,1,5,10,7.0,1,4,BuiltIn,2005.0,3,3.0,729.0,3,3,3,120,32,0,0,0,0,0,7,2007,WD,Normal
20,1.0,52.0,51974,2,1,2,1,1.0,3,3,StoneBr,6,3,1.0,1,9,5,2006,2007,4,2,15.0,15.0,2,710.0,2264,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1101.0,0.0,1559.0,2660.0,2338,0,0,2338,4,1,4,8,7.0,2,4,Attchd,2005.0,3,3.0,1110.0,4,3,3,0,135,0,0,322,0,0,6,2007,New,Partial
190,1.0,195.0,41600,2,1,2,1,1.0,4,3,Gilbert,3,3,,1,5,5,1969,1990,2,2,7.0,7.0,4,0.0,2265,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1047.0,0.0,53.0,1100.0,1424,0,0,1424,3,1,3,7,4.0,0,0,2Types,1969.0,1,3.0,828.0,3,3,1,144,0,0,0,0,0,0,11,2007,WD,Normal
120,1.0,61.0,8035,2,1,2,3,1.0,1,3,StoneBr,3,3,4.0,1,9,5,2006,2006,2,2,9.0,9.0,2,165.0,2266,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,797.0,0.0,815.0,1612.0,1612,0,0,1612,2,1,5,6,7.0,1,4,Attchd,2006.0,3,2.0,556.0,3,3,3,0,164,0,0,0,0,0,3,2007,WD,Normal
