Id_x,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,BsmtFullBath_1,BsmtFullBath_2,BsmtFullBath_3,BsmtHalfBath_1,BsmtHalfBath_2,FullBath_1,FullBath_2,FullBath_3,HalfBath_1,HalfBath_2,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
737,90,1.0,60.0,8544,2,1,1,1,1,1,3,NAmes,3,3,,1,3,4,1950,1950,2,2,14,13.0,4,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1040,0,0,1040,2,2,3,6,7,0,0,Detchd,1949.0,1,2,400,3,3,3,0,0,0,0,0,0,0,7,2006,WD,Normal,93500
738,60,1.0,72.0,10463,2,1,2,3,1,3,3,Gilbert,3,3,1.0,4,8,5,2005,2005,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,893,893,901,900,0,1801,3,1,4,8,7,1,4,Attchd,2005.0,3,3,800,3,3,3,0,116,0,0,0,0,0,6,2006,WD,Normal,239900
739,90,1.0,60.0,10800,2,1,1,1,1,1,3,Edwards,3,3,,1,5,5,1987,1988,2,2,11,11.0,4,0.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1200,0,0,1200,1200,0,0,1200,3,1,3,5,7,0,0,None,1980.0,0,0,0,0,0,3,120,0,0,0,0,0,0,3,2009,WD,Alloca,179000
740,60,1.0,65.0,9313,2,1,2,1,1,1,3,CollgCr,3,3,1.0,4,7,5,2004,2004,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,864,864,864,864,0,1728,3,1,4,7,7,0,0,Attchd,2004.0,2,2,572,3,3,3,187,56,0,0,0,0,0,4,2009,WD,Normal,190000
741,70,2.0,60.0,9600,2,3,1,1,1,1,3,OldTown,3,3,1.0,4,5,7,1910,2002,2,2,16,,4,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,264,264,768,664,0,1432,2,1,3,7,7,0,0,Detchd,1910.0,1,2,360,3,4,3,270,0,112,0,0,0,0,5,2007,WD,Abnorml,132000
742,20,1.0,65.0,6768,2,1,2,1,1,1,3,Sawyer,2,3,1.0,1,6,8,1961,1996,4,2,7,7.0,4,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,832,0,80,912,912,0,0,912,3,1,4,5,7,0,0,Detchd,1962.0,1,1,288,3,3,3,168,0,0,0,0,0,0,5,2008,WD,Normal,142000
743,20,1.0,65.0,8450,2,1,1,1,1,1,3,SawyerW,3,3,1.0,1,7,5,2000,2001,2,2,15,15.0,2,108.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1349,1349,1349,0,0,1349,3,1,3,6,7,0,0,Attchd,2000.0,1,2,539,3,3,3,120,55,0,0,0,0,0,12,2007,WD,Normal,179000
744,80,1.0,70.0,12886,2,1,2,1,1,1,3,Sawyer,3,3,1.0,8,5,6,1963,1999,2,2,7,7.0,4,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,444,0,76,520,1464,0,0,1464,3,1,3,6,5,1,3,Attchd,1997.0,2,2,480,3,3,3,302,0,0,0,100,0,0,10,2009,WD,Normal,175000
745,120,1.0,41.0,5395,2,1,2,3,1,1,3,StoneBr,3,3,4.0,1,8,5,1993,1993,2,2,7,7.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,733,0,604,1337,1337,0,0,1337,2,1,4,5,7,1,3,Attchd,1993.0,2,2,462,3,3,3,96,0,70,168,0,0,0,10,2008,WD,Normal,180000
746,60,1.0,,8963,2,1,2,1,1,1,3,NWAmes,3,3,1.0,4,8,9,1976,1996,4,2,15,15.0,2,289.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,575,80,487,1142,1175,1540,0,2715,4,1,4,11,7,2,3,BuiltIn,1994.0,3,2,831,3,3,3,0,204,0,0,0,0,0,7,2008,WD,Normal,299800
747,60,1.0,,8795,2,1,2,1,1,1,3,Gilbert,3,3,1.0,4,7,5,2000,2000,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,300,0,652,952,980,1276,0,2256,4,1,4,8,7,1,3,BuiltIn,2000.0,3,2,554,3,3,3,224,54,0,0,0,0,0,4,2009,WD,Normal,236000
748,70,2.0,65.0,11700,2,2,2,1,1,2,3,OldTown,3,3,1.0,4,7,7,1880,2003,5,2,14,14.0,4,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1240,1240,1320,1320,0,2640,4,1,4,8,7,1,4,Detchd,1950.0,1,4,864,3,3,1,181,0,386,0,0,0,0,5,2009,WD,Normal,265979
749,20,1.0,59.0,10593,2,1,2,1,1,1,3,NoRidge,3,3,1.0,1,7,5,1996,1996,4,2,15,15.0,2,338.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,919,0,801,1720,1720,0,0,1720,3,1,4,7,7,1,3,Attchd,1996.0,3,2,527,3,3,3,240,56,154,0,0,0,0,3,2010,WD,Normal,260400
750,50,1.0,50.0,8405,2,1,1,1,1,1,3,Edwards,3,3,1.0,2,4,3,1945,1950,2,2,17,,4,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1088,441,0,1529,4,1,3,9,4,0,0,Detchd,1945.0,1,1,240,3,3,1,92,0,185,0,0,0,0,4,2009,WD,Normal,98000
751,50,2.0,55.0,8800,2,3,1,1,1,2,3,OldTown,3,3,1.0,2,4,7,1910,2004,2,2,16,16.0,4,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,576,576,792,348,0,1140,3,1,3,7,5,0,0,None,1980.0,0,0,0,0,0,1,0,160,0,0,0,0,0,6,2010,WD,Normal,96500
752,60,1.0,,7750,2,1,1,1,1,1,3,Gilbert,5,3,1.0,4,7,5,2003,2003,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,660,660,660,660,0,1320,3,1,4,6,7,0,0,Attchd,2003.0,3,2,400,3,3,3,0,48,0,0,0,0,0,8,2007,WD,Normal,162000
753,20,1.0,79.0,9236,2,1,2,1,1,1,3,CollgCr,3,3,1.0,1,6,5,1997,1997,2,2,15,15.0,4,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1200,0,279,1479,1494,0,0,1494,3,1,4,6,7,0,0,Attchd,1997.0,2,2,576,3,3,3,168,27,0,0,0,0,0,7,2006,WD,Normal,217000
754,60,1.0,80.0,10240,2,1,1,1,1,1,3,NridgHt,3,3,1.0,4,8,5,2005,2005,2,2,15,15.0,2,178.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1030,1030,1038,1060,0,2098,3,1,5,8,7,1,4,Attchd,2005.0,2,3,878,3,3,3,192,52,0,0,0,0,0,3,2006,WD,Normal,275500
755,20,1.0,61.0,7930,2,1,1,1,1,1,3,NAmes,3,3,1.0,1,6,8,1969,2005,2,2,11,11.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,439,472,115,1026,1026,0,0,1026,3,1,4,5,7,0,0,Detchd,1969.0,2,2,440,3,3,3,171,48,0,0,0,0,0,7,2009,WD,Normal,156000
756,160,4.0,34.0,3230,2,2,1,1,1,1,3,Somerst,3,3,4.0,4,6,5,1999,1999,2,2,9,9.0,2,894.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,381,0,348,729,742,729,0,1471,3,1,3,6,7,0,0,Detchd,1999.0,1,2,440,3,3,3,0,24,0,0,0,0,0,3,2009,WD,Normal,172500
757,60,1.0,68.0,10769,2,1,2,1,1,1,3,CollgCr,3,3,1.0,4,8,5,2007,2007,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,20,0,846,866,866,902,0,1768,3,1,4,7,7,0,0,Attchd,2007.0,2,2,578,3,3,3,144,105,0,0,0,0,0,4,2009,WD,Normal,212000
758,60,1.0,,11616,2,1,2,1,1,3,3,Sawyer,3,3,1.0,4,6,5,1978,1978,4,2,7,7.0,1,328.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,438,0,234,672,672,714,0,1386,3,1,3,6,7,1,3,Attchd,1978.0,3,2,440,3,3,3,335,0,0,0,0,0,0,4,2010,WD,Abnorml,158900
759,160,4.0,24.0,2280,2,2,1,1,1,1,3,Somerst,3,3,,4,7,5,1999,1999,2,2,9,9.0,2,360.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,549,0,195,744,757,744,0,1501,3,1,3,6,7,0,0,Detchd,1999.0,1,2,440,3,3,3,0,0,0,0,0,0,0,8,2008,WD,Normal,179400
760,60,1.0,65.0,12257,2,1,2,1,1,1,3,NoRidge,3,3,1.0,4,8,5,1995,1995,2,2,15,15.0,2,513.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,56,64,1198,1318,1328,1203,0,2531,4,1,4,9,7,1,3,Attchd,1995.0,2,3,752,3,3,3,222,98,0,0,0,0,0,11,2007,WD,Normal,290000
761,20,1.0,70.0,9100,2,1,1,1,1,1,3,NAmes,3,3,1.0,1,6,6,1959,1959,4,2,16,16.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,612,0,252,864,864,0,0,864,2,1,3,5,7,0,0,Detchd,2008.0,1,1,300,5,5,3,0,0,0,0,0,0,450,10,2009,WD,Normal,127500
762,30,2.0,60.0,6911,2,1,1,1,1,4,3,BrkSide,2,3,1.0,1,5,5,1924,1950,2,2,16,16.0,4,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,405,0,740,1145,1301,0,0,1301,2,1,2,5,6,0,0,Detchd,1965.0,1,2,440,3,3,3,0,0,0,0,0,0,0,10,2009,WD,Normal,100000
763,60,4.0,72.0,8640,2,1,1,1,1,1,3,Somerst,3,3,1.0,4,7,5,2009,2009,2,2,15,15.0,4,0.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,24,0,732,756,764,783,0,1547,3,1,4,7,7,0,0,Attchd,2009.0,1,2,614,3,3,3,169,45,0,0,0,0,0,6,2010,Con,Normal,215200
764,60,1.0,82.0,9430,2,1,1,1,1,1,3,NoRidge,3,3,1.0,4,8,5,1999,1999,2,2,15,15.0,2,673.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1163,0,89,1252,1268,1097,0,2365,3,1,4,8,7,1,4,Attchd,1999.0,2,3,856,3,3,3,0,128,0,0,180,0,0,7,2009,WD,Normal,337000
765,120,1.0,30.0,9549,2,1,2,1,1,3,3,Veenker,3,3,4.0,1,8,5,1995,1996,4,2,4,4.0,4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,437,1057,0,1494,1494,0,0,1494,2,1,5,6,7,1,4,Attchd,1995.0,3,2,481,3,3,3,0,30,0,0,216,0,0,4,2006,WD,Normal,270000
766,20,1.0,75.0,14587,2,1,2,1,1,1,3,Somerst,3,3,1.0,1,9,5,2008,2008,2,2,15,15.0,5,284.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1498,1498,1506,0,0,1506,2,1,5,6,7,1,4,Attchd,2008.0,3,2,592,3,3,3,0,174,0,0,0,0,0,8,2008,New,Partial,264132
767,60,1.0,80.0,10421,2,1,1,1,1,1,3,NWAmes,3,3,1.0,4,7,5,1988,1988,2,2,7,7.0,2,42.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,394,0,586,980,980,734,0,1714,3,1,3,7,7,1,3,Attchd,1988.0,1,2,496,3,3,3,228,66,156,0,0,0,500,3,2010,WD,Normal,196500
768,50,1.0,75.0,12508,2,1,2,1,1,1,3,Mitchel,3,3,1.0,2,6,7,1940,1985,2,2,15,15.0,4,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,660,0,323,983,983,767,0,1750,4,1,3,7,4,0,0,Attchd,1989.0,1,1,423,3,3,3,245,0,156,0,0,0,1300,7,2008,WD,Normal,160000
769,20,1.0,70.0,9100,2,1,1,1,1,1,3,CollgCr,3,3,1.0,1,7,5,2004,2005,4,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,24,0,1836,1860,1836,0,0,1836,3,1,4,8,7,1,4,Attchd,2004.0,3,2,484,3,3,3,120,33,0,0,0,0,0,10,2006,WD,Normal,216837
770,60,1.0,47.0,53504,2,1,3,3,1,3,2,StoneBr,3,3,1.0,4,8,5,2003,2003,4,2,6,,2,603.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1416,0,234,1650,1690,1589,0,3279,4,1,5,12,4,1,4,BuiltIn,2003.0,3,3,841,3,3,3,503,36,0,0,210,0,0,6,2010,WD,Normal,538000
771,85,1.0,,7252,2,1,2,1,1,3,3,Sawyer,3,3,1.0,7,5,5,1982,1982,4,2,16,16.0,4,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,685,0,173,858,858,0,0,858,2,1,3,5,7,0,0,Detchd,1983.0,1,2,576,3,3,3,120,0,0,0,0,0,0,4,2009,WD,Normal,134900
772,20,1.0,67.0,8877,2,1,1,1,1,1,3,Edwards,3,3,1.0,1,4,5,1951,1951,2,2,16,16.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,836,0,0,836,1220,0,0,1220,2,1,3,6,7,0,0,Detchd,1951.0,1,2,396,3,3,3,0,0,0,0,0,0,0,4,2006,COD,Normal,102000
773,80,1.0,94.0,7819,2,1,1,1,1,1,3,Edwards,3,3,1.0,8,6,5,1976,1976,2,2,11,11.0,4,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,422,127,480,1029,1117,0,0,1117,3,1,3,6,7,1,3,Detchd,1976.0,1,2,672,3,3,3,144,0,0,0,0,0,0,3,2010,WD,Abnorml,107000
774,20,1.0,70.0,10150,2,1,1,1,1,1,3,NAmes,2,3,1.0,1,5,5,1958,1958,2,2,16,16.0,4,1.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,456,0,456,912,912,0,0,912,2,1,3,5,7,0,0,Attchd,1958.0,2,1,275,3,3,3,0,0,0,0,0,0,0,7,2007,COD,Normal,114500
775,20,1.0,110.0,14226,2,1,1,1,1,2,3,NridgHt,3,3,1.0,1,8,5,2006,2006,4,2,15,15.0,2,375.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1935,1935,1973,0,0,1973,3,1,4,9,7,1,4,Attchd,2006.0,3,3,895,3,3,3,315,45,0,0,0,0,0,7,2007,New,Partial,395000
776,120,2.0,32.0,4500,2,1,1,1,1,4,3,Mitchel,3,3,4.0,1,6,5,1998,1998,4,2,15,15.0,2,320.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,866,0,338,1204,1204,0,0,1204,2,1,3,5,7,0,0,Attchd,1998.0,3,2,412,3,3,3,0,247,0,0,0,0,0,6,2009,WD,Normal,162000
777,20,1.0,86.0,11210,2,1,2,1,1,1,3,CollgCr,3,3,1.0,1,7,5,2005,2006,2,2,15,15.0,2,240.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,20,0,1594,1614,1614,0,0,1614,3,1,4,7,7,0,0,Attchd,2005.0,2,3,865,3,3,3,144,59,0,0,0,0,0,7,2006,New,Partial,221500
778,20,1.0,100.0,13350,2,1,2,1,1,1,3,Sawyer,3,3,1.0,1,5,5,1974,1974,4,2,7,11.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,762,0,102,864,894,0,0,894,3,1,3,5,7,1,2,Attchd,1974.0,1,2,440,3,3,3,241,0,0,0,0,0,0,6,2006,WD,Normal,142500
779,90,3.0,60.0,8400,2,1,1,1,1,1,3,SawyerW,2,3,,1,5,5,1977,1977,2,2,11,11.0,2,320.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020,0,0,2020,4,2,3,10,7,2,3,Detchd,1977.0,1,2,630,3,3,3,0,0,0,0,0,0,0,10,2007,WD,Normal,144000
780,90,1.0,78.0,10530,2,1,1,1,1,1,3,Mitchel,3,3,,7,6,5,1977,1977,2,2,11,8.0,2,90.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,975,0,0,975,1004,0,0,1004,2,1,3,4,7,0,0,Attchd,1977.0,1,2,504,3,3,3,0,0,0,0,0,0,0,5,2006,WD,Normal,135000
781,20,1.0,63.0,7875,2,1,1,1,1,1,3,Gilbert,3,3,1.0,1,7,5,1995,1996,2,2,7,7.0,2,38.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1237,1237,1253,0,0,1253,3,1,3,6,7,1,3,Attchd,1995.0,3,2,402,3,3,3,220,21,0,0,0,0,0,6,2007,WD,Normal,176000
782,60,1.0,65.0,7153,2,1,1,1,1,1,3,SawyerW,3,3,1.0,4,6,5,1992,1992,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,387,0,374,761,810,793,0,1603,3,1,4,7,7,0,0,Attchd,1992.0,2,2,484,3,3,3,0,124,0,0,0,0,0,7,2006,WD,Normal,175900
783,20,1.0,67.0,16285,2,1,3,1,1,1,3,CollgCr,3,3,1.0,1,7,5,2001,2002,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1413,1413,1430,0,0,1430,3,1,4,6,7,0,0,Attchd,2001.0,2,2,605,3,3,3,0,33,0,0,0,0,0,6,2009,WD,Normal,187100
784,85,1.0,,9101,2,1,2,1,1,2,3,Mitchel,3,3,1.0,7,5,6,1978,1978,2,2,11,11.0,2,104.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1097,0,0,1097,1110,0,0,1110,1,1,4,4,7,1,3,Attchd,1978.0,3,2,602,3,3,3,303,30,0,0,0,0,0,7,2009,WD,Normal,165500
785,75,2.0,35.0,6300,2,3,1,1,1,1,3,OldTown,3,3,1.0,6,6,6,1914,2001,2,2,16,,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,742,742,742,742,0,1484,3,1,3,9,7,1,4,None,1980.0,0,0,0,0,0,3,0,291,134,0,0,0,0,6,2008,WD,Normal,128000
